"Name","FullName","Length","LastWriteTime"
"t8.0.png","C:\Users\TUF Gaming\Desktop\我的專案\財富密碼\LOCAL-AI-STUDIO\PRODUCTION\_gate_d4s1\t8.0.png","3506529","2026/8/13 上午 12:54:19"
"t9.9.png","C:\Users\TUF Gaming\Desktop\我的專案\財富密碼\LOCAL-AI-STUDIO\PRODUCTION\_gate_d4s1\t9.9.png","3301735","2026/8/13 上午 12:54:20"
"t0.05.png","C:\Users\TUF Gaming\Desktop\我的專案\財富密碼\LOCAL-AI-STUDIO\PRODUCTION\_gate_final\t0.05.png","2964436","2026/8/13 上午 10:15:11"
"t0.5.png","C:\Users\TUF Gaming\Desktop\我的專案\財富密碼\LOCAL-AI-STUDIO\PRODUCTION\_gate_final\t0.5.png","3176131","2026/8/13 上午 10:15:11"
"t1.0.png","C:\Users\TUF Gaming\Desktop\我的專案\財富密碼\LOCAL-AI-STUDIO\PRODUCTION\_gate_final\t1.0.png","3236270","2026/8/13 上午 10:15:12"
"t1.5.png","C:\Users\TUF Gaming\Desktop\我的專案\財富密碼\LOCAL-AI-STUDIO\PRODUCTION\_gate_final\t1.5.png","3286933","2026/8/13 上午 10:15:12"
"t2.0.png","C:\Users\TUF Gaming\Desktop\我的專案\財富密碼\LOCAL-AI-STUDIO\PRODUCTION\_gate_final\t2.0.png","3292068","2026/8/13 上午 10:15:13"
"t2.5.png","C:\Users\TUF Gaming\Desktop\我的專案\財富密碼\LOCAL-AI-STUDIO\PRODUCTION\_gate_final\t2.5.png","3232847","2026/8/13 上午 10:15:13"
"t3.0.png","C:\Users\TUF Gaming\Desktop\我的專案\財富密碼\LOCAL-AI-STUDIO\PRODUCTION\_gate_final\t3.0.png","3348384","2026/8/13 上午 10:15:13"
"t3.5.png","C:\Users\TUF Gaming\Desktop\我的專案\財富密碼\LOCAL-AI-STUDIO\PRODUCTION\_gate_final\t3.5.png","3349064","2026/8/13 上午 10:15:14"
"t4.0.png","C:\Users\TUF Gaming\Desktop\我的專案\財富密碼\LOCAL-AI-STUDIO\PRODUCTION\_gate_final\t4.0.png","3359510","2026/8/13 上午 10:15:14"
"t4.9.png","C:\Users\TUF Gaming\Desktop\我的專案\財富密碼\LOCAL-AI-STUDIO\PRODUCTION\_gate_final\t4.9.png","3291764","2026/8/13 上午 10:15:15"
"t0.05.png","C:\Users\TUF Gaming\Desktop\我的專案\財富密碼\LOCAL-AI-STUDIO\PRODUCTION\_gate_v5\t0.05.png","2897431","2026/8/13 上午 01:26:16"
"t0.5.png","C:\Users\TUF Gaming\Desktop\我的專案\財富密碼\LOCAL-AI-STUDIO\PRODUCTION\_gate_v5\t0.5.png","3109691","2026/8/13 上午 01:26:16"
"t1.0.png","C:\Users\TUF Gaming\Desktop\我的專案\財富密碼\LOCAL-AI-STUDIO\PRODUCTION\_gate_v5\t1.0.png","3188497","2026/8/13 上午 01:26:17"
"t1.5.png","C:\Users\TUF Gaming\Desktop\我的專案\財富密碼\LOCAL-AI-STUDIO\PRODUCTION\_gate_v5\t1.5.png","3188326","2026/8/13 上午 01:26:17"
"t2.0.png","C:\Users\TUF Gaming\Desktop\我的專案\財富密碼\LOCAL-AI-STUDIO\PRODUCTION\_gate_v5\t2.0.png","3142459","2026/8/13 上午 01:26:17"
"t2.5.png","C:\Users\TUF Gaming\Desktop\我的專案\財富密碼\LOCAL-AI-STUDIO\PRODUCTION\_gate_v5\t2.5.png","2856319","2026/8/13 上午 01:26:18"
"t3.0.png","C:\Users\TUF Gaming\Desktop\我的專案\財富密碼\LOCAL-AI-STUDIO\PRODUCTION\_gate_v5\t3.0.png","3096052","2026/8/13 上午 01:26:18"
"t3.5.png","C:\Users\TUF Gaming\Desktop\我的專案\財富密碼\LOCAL-AI-STUDIO\PRODUCTION\_gate_v5\t3.5.png","3238083","2026/8/13 上午 01:26:19"
"t4.0.png","C:\Users\TUF Gaming\Desktop\我的專案\財富密碼\LOCAL-AI-STUDIO\PRODUCTION\_gate_v5\t4.0.png","3349815","2026/8/13 上午 01:26:19"
"t4.9.png","C:\Users\TUF Gaming\Desktop\我的專案\財富密碼\LOCAL-AI-STUDIO\PRODUCTION\_gate_v5\t4.9.png","3447282","2026/8/13 上午 01:26:19"
"t3.0.png","C:\Users\TUF Gaming\Desktop\我的專案\財富密碼\LOCAL-AI-STUDIO\PRODUCTION\_probe\t3.0.png","3355764","2026/8/13 上午 01:03:39"
"t3.5.png","C:\Users\TUF Gaming\Desktop\我的專案\財富密碼\LOCAL-AI-STUDIO\PRODUCTION\_probe\t3.5.png","3403329","2026/8/13 上午 01:03:39"
"t4.0.png","C:\Users\TUF Gaming\Desktop\我的專案\財富密碼\LOCAL-AI-STUDIO\PRODUCTION\_probe\t4.0.png","3427900","2026/8/13 上午 01:03:39"
"t4.5.png","C:\Users\TUF Gaming\Desktop\我的專案\財富密碼\LOCAL-AI-STUDIO\PRODUCTION\_probe\t4.5.png","3427700","2026/8/13 上午 01:03:40"
"t5.0.png","C:\Users\TUF Gaming\Desktop\我的專案\財富密碼\LOCAL-AI-STUDIO\PRODUCTION\_probe\t5.0.png","3328570","2026/8/13 上午 01:03:40"
"t5.5.png","C:\Users\TUF Gaming\Desktop\我的專案\財富密碼\LOCAL-AI-STUDIO\PRODUCTION\_probe\t5.5.png","3142201","2026/8/13 上午 01:03:41"
"t6.0.png","C:\Users\TUF Gaming\Desktop\我的專案\財富密碼\LOCAL-AI-STUDIO\PRODUCTION\_probe\t6.0.png","3124372","2026/8/13 上午 01:03:41"
"t6.5.png","C:\Users\TUF Gaming\Desktop\我的專案\財富密碼\LOCAL-AI-STUDIO\PRODUCTION\_probe\t6.5.png","3221638","2026/8/13 上午 01:03:41"
"t0.05.png","C:\Users\TUF Gaming\Desktop\我的專案\財富密碼\LOCAL-AI-STUDIO\PRODUCTION\_probe7\t0.05.png","2957714","2026/8/13 上午 01:04:26"
"t1.0.png","C:\Users\TUF Gaming\Desktop\我的專案\財富密碼\LOCAL-AI-STUDIO\PRODUCTION\_probe7\t1.0.png","3377862","2026/8/13 上午 01:04:27"
"t2.0.png","C:\Users\TUF Gaming\Desktop\我的專案\財富密碼\LOCAL-AI-STUDIO\PRODUCTION\_probe7\t2.0.png","3361767","2026/8/13 上午 01:04:27"
"t3.0.png","C:\Users\TUF Gaming\Desktop\我的專案\財富密碼\LOCAL-AI-STUDIO\PRODUCTION\_probe7\t3.0.png","3378993","2026/8/13 上午 01:04:27"
"t4.0.png","C:\Users\TUF Gaming\Desktop\我的專案\財富密碼\LOCAL-AI-STUDIO\PRODUCTION\_probe7\t4.0.png","3419983","2026/8/13 上午 01:04:28"
"t5.0.png","C:\Users\TUF Gaming\Desktop\我的專案\財富密碼\LOCAL-AI-STUDIO\PRODUCTION\_probe7\t5.0.png","3349455","2026/8/13 上午 01:04:28"
"t6.0.png","C:\Users\TUF Gaming\Desktop\我的專案\財富密碼\LOCAL-AI-STUDIO\PRODUCTION\_probe7\t6.0.png","3123075","2026/8/13 上午 01:04:28"
"t6.9.png","C:\Users\TUF Gaming\Desktop\我的專案\財富密碼\LOCAL-AI-STUDIO\PRODUCTION\_probe7\t6.9.png","3375427","2026/8/13 上午 01:04:29"
